Factor,feature,estimate,p,p.adj,Sig,Omic_Layer
Factor3,CAPN3,0.11782566077750077,0.14962469218861266,0.18978271459742851,No,Transcriptome Data
Factor3,CAPN5,-0.2772423421650208,5.682951029097257e-4,0.0010907775487710666,Yes,Transcriptome Data
Factor3,CAPNS1,-0.34228016234896996,1.6947628613437212e-5,3.890640177556752e-5,Yes,Transcriptome Data
Factor3,CAPZA2,-0.03269324178015149,0.6902547039309026,0.7321326940293833,No,Transcriptome Data
Factor3,CARD10,-0.1613110103860538,0.04784647688820259,0.06704943510118075,No,Transcriptome Data
Factor3,CARD11,-0.25360277373197,0.0016782351670760229,0.0029968485126357553,Yes,Transcriptome Data
Factor3,CARHSP1,0.10828066450913856,0.18569812305048375,0.2316015503248737,No,Transcriptome Data
Factor3,CARM1,-0.6460069190466048,3.347510824940476e-19,4.957466405263156e-18,Yes,Transcriptome Data
Factor3,CASC1,0.34270547187389455,1.6517363332856695e-5,3.802339625427416e-5,Yes,Transcriptome Data
Factor3,CASC4,0.5030544242391711,4.618617628252811e-11,1.9570413679037334e-10,Yes,Transcriptome Data
Factor3,CASP1,0.25664193148020475,0.0014681160016564937,0.002656742674007408,Yes,Transcriptome Data
Factor3,CASP2,-0.6837171897052465,3.8833524820259673e-22,9.518020789279332e-21,Yes,Transcriptome Data
Factor3,CASP4,0.1557558634679253,0.05616833093751997,0.0779157421691682,No,Transcriptome Data
Factor3,CASQ2,-0.32988744122341374,3.527388027935761e-5,7.766155939973054e-5,Yes,Transcriptome Data
Factor3,CAST,0.14546007159863744,0.07473609000344969,0.10157120141811592,No,Transcriptome Data
Factor3,CAT,0.48187581111893485,3.7449110257934515e-10,1.441459209312337e-9,Yes,Transcriptome Data
Factor3,CATSPER2,-0.564491952531588,4.395829047225354e-14,2.6641388165002144e-13,Yes,Transcriptome Data
Factor3,CAV1,-0.17410769612593713,0.032512672272156505,0.04698363045109322,Yes,Transcriptome Data
Factor3,CAV2,0.21722989619447533,0.007378604713346547,0.011978254404783355,Yes,Transcriptome Data
Factor3,CBARA1,-0.034274250978794565,0.6760992084548071,0.719254477079582,No,Transcriptome Data
Factor3,CBLB,-0.6826716587810826,4.748260010739228e-22,1.1414086564276992e-20,Yes,Transcriptome Data
Factor3,CBLN3,-0.20958182512599458,0.009802114412482075,0.015553973996321921,Yes,Transcriptome Data
Factor3,CBLN4,-0.21442478732945394,0.008197507771175042,0.01316234388435299,Yes,Transcriptome Data
Factor3,CBX3,-0.005797642730844287,0.943675358439507,0.9535927227561712,No,Transcriptome Data
Factor3,CBX5,-0.11223411547432416,0.17005273107883317,0.2137414920548431,No,Transcriptome Data
Factor3,CBX6,-0.6120798095454891,6.834995710360184e-17,6.740626933294067e-16,Yes,Transcriptome Data
Factor3,CBX7,-0.3216258922340655,5.6519394880014035e-5,1.215993865749011e-4,Yes,Transcriptome Data
Factor3,CCBE1,-0.5425927477479797,6.177312586430583e-13,3.264964369149357e-12,Yes,Transcriptome Data
Factor3,CCDC104,0.6224581029225015,1.4384732487202852e-17,1.6054388936610328e-16,Yes,Transcriptome Data
Factor3,CCDC106,5.184299194066676e-4,0.994959289950328,0.9957558946660608,No,Transcriptome Data
Factor3,CCDC115,0.5601963888497251,7.496085301167882e-14,4.3683480776036613e-13,Yes,Transcriptome Data
Factor3,CCDC130,-0.5292083740239043,2.8339499070705953e-12,1.3797224474540386e-11,Yes,Transcriptome Data
Factor3,CCDC14,-0.4084724493142596,1.9230851525112348e-7,5.482066887382713e-7,Yes,Transcriptome Data
Factor3,CCDC146,0.2431053173295573,0.0026318072837622224,0.004565939076617318,Yes,Transcriptome Data
Factor3,CCDC151,-0.3214417563776921,5.7107589534168614e-5,1.2275922083871156e-4,Yes,Transcriptome Data
Factor3,CCDC24,0.02880104821759888,0.7255545259300831,0.763580852378534,No,Transcriptome Data
Factor3,CCDC28A,0.23460233962063673,0.0037380148607656398,0.006350687836842745,Yes,Transcriptome Data
Factor3,CCDC3,-0.5481810094555615,3.2048629116209993e-13,1.757052034879934e-12,Yes,Transcriptome Data
Factor3,CCDC34,-0.025063036910512475,0.7600093702178523,0.7940341477464328,No,Transcriptome Data
Factor3,CCDC5,0.45394610547774616,4.797888908779046e-9,1.6308255978174868e-8,Yes,Transcriptome Data
Factor3,CCDC50,0.26249720900283335,0.0011295060908369594,0.002074772393161204,Yes,Transcriptome Data
Factor3,CCDC64B,0.11840426128907658,0.14762151600230808,0.18757498856710048,No,Transcriptome Data
Factor3,CCDC74B,-0.12474402182893993,0.12698256248948847,0.16376394440222913,No,Transcriptome Data
Factor3,CCDC85A,-0.23557083981025506,0.003593741695737678,0.00612013231562956,Yes,Transcriptome Data
Factor3,CCDC91,0.16745732855150736,0.03986103490808378,0.05666908573796386,No,Transcriptome Data
Factor3,CCL13,-0.08770306791457722,0.2842491989231537,0.3390376895552883,No,Transcriptome Data
Factor3,CCL2,0.07149027095334781,0.38304262319393556,0.4406841039967045,No,Transcriptome Data
Factor3,CCL20,0.06445066995352157,0.4317387749373355,0.48850280033642846,No,Transcriptome Data
Factor3,CCL21,-0.27715841696472304,5.705836154950844e-4,0.0010947498378647052,Yes,Transcriptome Data
Factor3,CCL28,0.08320803255118767,0.3097515722693174,0.3651869515082733,No,Transcriptome Data
Factor3,CCL4L2,0.2511123851240084,0.0018704405753517093,0.003308172223826865,Yes,Transcriptome Data
Factor3,CCL8,0.012810911561111514,0.8759373633277026,0.8941786069086387,No,Transcriptome Data
Factor3,CCM2,-0.3850598178274485,1.0503728075503602e-6,2.7728954792776137e-6,Yes,Transcriptome Data
Factor3,CCNB1IP1,0.047017079549064845,0.5664607671733899,0.6166566156906051,No,Transcriptome Data
Factor3,CCNB2,-0.020077377713204392,0.8066968972988202,0.834917095113662,No,Transcriptome Data
Factor3,CCNC,0.6215452569524953,1.6536548284075948e-17,1.8172031081402142e-16,Yes,Transcriptome Data
Factor3,CCND1,-0.27092150528237463,7.664757658654014e-4,0.0014423706546206276,Yes,Transcriptome Data
Factor3,CCND2,-0.3379593878430345,2.1960841086134784e-5,4.95282839109941e-5,Yes,Transcriptome Data
Factor3,CCND3,-0.4644704459283715,1.8850994883265363e-9,6.718102239225004e-9,Yes,Transcriptome Data
Factor3,CCNDBP1,0.604408930691805,2.0857395207455827e-16,1.86559885576528e-15,Yes,Transcriptome Data
Factor3,CCNG1,0.6274169099006743,6.691513768572934e-18,7.817188981977727e-17,Yes,Transcriptome Data
Factor3,CCNI,-0.41893990120571384,8.622800054981381e-8,2.5617350133634523e-7,Yes,Transcriptome Data
Factor3,CCNL1,-0.2084775698402524,0.010204630604307078,0.01614656741187829,Yes,Transcriptome Data
Factor3,CCNO,-0.06097389747559168,0.457042298121478,0.5142240077874415,No,Transcriptome Data
Factor3,CCPG1,0.3422377487599656,1.6991111343240648e-5,3.898832341266784e-5,Yes,Transcriptome Data
Factor3,CCR1,0.014939530974456623,0.8555319775887267,0.8753140756995361,No,Transcriptome Data
Factor3,CCR2,0.28066827641751624,4.817875704171701e-4,9.391570573434115e-4,Yes,Transcriptome Data
Factor3,CCRK,0.10817486320492382,0.18613083022832438,0.23208332946175111,No,Transcriptome Data
Factor3,CCRN4L,-0.16806740891581495,0.0391333740943658,0.0557296697441837,No,Transcriptome Data
Factor3,CCT2,0.6046417714352698,2.0171785700729788e-16,1.8107527559003403e-15,Yes,Transcriptome Data
Factor3,CCT8,0.568589667798846,2.6229133876316335e-14,1.639320867269771e-13,Yes,Transcriptome Data
Factor3,CD14,-0.5142753012468949,1.4357786962312391e-11,6.438469489826184e-11,Yes,Transcriptome Data
Factor3,CD151,-0.20487127266674124,0.01162244251365109,0.018188485936856166,Yes,Transcriptome Data
Factor3,CD163,-0.2019933256297179,0.012875203916513511,0.020036109425013247,Yes,Transcriptome Data
Factor3,CD2,-0.002322374459152686,0.9774223164578645,0.9809537499577123,No,Transcriptome Data
Factor3,CD209,-0.3553131014174729,7.575437985660749e-6,1.8002466695961856e-5,Yes,Transcriptome Data
Factor3,CD247,-0.0912964347411309,0.26490318500879045,0.31946838520114623,No,Transcriptome Data
Factor3,CD248,-0.7669525612801928,1.6623251389522223e-30,1.8890058397184345e-28,Yes,Transcriptome Data
Factor3,CD27,-0.06576857764742983,0.4223614258262911,0.4794113800525438,No,Transcriptome Data
Factor3,CD276,-0.5225962172415234,5.870347258638956e-12,2.7431529245976433e-11,Yes,Transcriptome Data
Factor3,CD2AP,0.5823988171989272,4.362632537514402e-15,3.067955370966527e-14,Yes,Transcriptome Data
Factor3,CD300A,-0.163569677601492,0.044769673276092103,0.06302037341792244,No,Transcriptome Data
Factor3,CD300LF,0.10550968705923036,0.19727543738863845,0.24463719914265683,No,Transcriptome Data
Factor3,CD300LG,-0.25656434942181616,0.0014731667112149976,0.0026639542698282054,Yes,Transcriptome Data
Factor3,CD302,0.016215834752706746,0.8433418723573173,0.8658540783956029,No,Transcriptome Data
Factor3,CD320,0.11153099161573554,0.17276131500281702,0.21687335551445772,No,Transcriptome Data
Factor3,CD34,-0.5073226158741059,2.976272062375247e-11,1.2873149058716467e-10,Yes,Transcriptome Data
Factor3,CD36,-0.0825851687514564,0.31339983993918175,0.369053038081938,No,Transcriptome Data
Factor3,CD37,0.06718271896445632,0.4124319772243453,0.4701686926862122,No,Transcriptome Data
Factor3,CD3D,0.09529069637855024,0.24447596718212483,0.29698246742240625,No,Transcriptome Data
Factor3,CD40,-0.2566228312904752,0.0014693579851123772,0.0026580281930397563,Yes,Transcriptome Data
Factor3,CD44,-0.3679713974604798,3.3471132206061785e-6,8.289037198133181e-6,Yes,Transcriptome Data
Factor3,CD46,0.4351889441737445,2.3491168600739423e-8,7.322683479033486e-8,Yes,Transcriptome Data
Factor3,CD48,0.2794403763287148,5.112884056182332e-4,9.908690031361106e-4,Yes,Transcriptome Data
Factor3,CD52,0.23828498478332152,0.0032157539651385125,0.0055064280224974525,Yes,Transcriptome Data
Factor3,CD53,0.1318566685682405,0.10655516245161653,0.14005673298056853,No,Transcriptome Data
Factor3,CD59,-0.05252890381854474,0.5218056433896515,0.5754363072228182,No,Transcriptome Data
Factor3,CD6,-0.24696836526104393,0.002235055729154861,0.003917027215483458,Yes,Transcriptome Data
Factor3,CD68,-0.25559085053110164,0.0015379043072922618,0.0027709987518779494,Yes,Transcriptome Data
Factor3,CD69,0.16636580237459989,0.041191287476742264,0.05834459982541397,No,Transcriptome Data
Factor3,CD70,0.21795543585705857,0.007178989970525732,0.011684553988485892,Yes,Transcriptome Data
Factor3,CD74,-0.2234838964095153,0.0058089997693734855,0.009604827661001134,Yes,Transcriptome Data
Factor3,CD79A,-0.2817030123643033,4.5815632123420816e-4,8.958864318228552e-4,Yes,Transcriptome Data
Factor3,CD79B,-0.33216259718202207,3.090480948897961e-5,6.861636209808972e-5,Yes,Transcriptome Data
Factor3,CD81,-0.3113440543650258,9.973529720248787e-5,2.0935200924115843e-4,Yes,Transcriptome Data
Factor3,CD82,-0.13392699709874803,0.1011214199425343,0.13375849198747924,No,Transcriptome Data
Factor3,CD83,0.24487710243505872,0.002442536449904756,0.004256773178641959,Yes,Transcriptome Data
Factor3,CD84,0.04632759001279529,0.5721719035726787,0.6217908102289488,No,Transcriptome Data
Factor3,CD86,-0.03684623965448695,0.6533131609458953,0.6973880881147473,No,Transcriptome Data
Factor3,CD8A,0.004147244043745541,0.9596929389321475,0.967042461640616,No,Transcriptome Data
Factor3,CD9,0.22081581547673998,0.006437973819978942,0.010550596230709508,Yes,Transcriptome Data
Factor3,CD93,-0.5556885774780955,1.3017390469351713e-13,7.379473055188045e-13,Yes,Transcriptome Data
Factor3,CD96,-0.2250743856740906,0.005460704402263568,0.009064914346387065,Yes,Transcriptome Data
Factor3,CD97,-0.3786382165080012,1.6362361526668662e-6,4.201941840438794e-6,Yes,Transcriptome Data
Factor3,CDA,-0.29627912868634304,2.2095251795691706e-4,4.4817954960835106e-4,Yes,Transcriptome Data
Factor3,CDAN1,-0.6337636561177552,2.462242073626255e-18,3.140614889829407e-17,Yes,Transcriptome Data
Factor3,CDC14B,0.3847064640355062,1.0765711899394682e-6,2.834573959819558e-6,Yes,Transcriptome Data
Factor3,CDC20,-0.21734504741938815,0.007346598229083167,0.011937923674168292,Yes,Transcriptome Data
Factor3,CDC25B,-0.3664056282230939,3.7099802707102874e-6,9.106480782303112e-6,Yes,Transcriptome Data
Factor3,CDC2L6,-0.3806356304059773,1.4269439587662792e-6,3.6891002036356753e-6,Yes,Transcriptome Data
Factor3,CDC42BPB,-0.5935057640055613,9.6817223947882e-16,7.599468127777238e-15,Yes,Transcriptome Data
Factor3,CDC42EP4,-0.4357740362050043,2.2387761480080032e-8,6.983082183431076e-8,Yes,Transcriptome Data
Factor3,CDC42SE2,0.43865768842963637,1.7638241779246432e-8,5.58172208204001e-8,Yes,Transcriptome Data
Factor3,CDCA2,0.4482193464816064,7.872452664899113e-9,2.606772405595733e-8,Yes,Transcriptome Data
Factor3,CDCA5,-0.0027961572708540693,0.9728179047694379,0.977117220539813,No,Transcriptome Data
Factor3,CDCA7,-0.13273338965099413,0.10422681281724759,0.13735742332267736,No,Transcriptome Data
Factor3,CDCP1,-0.12144161323707256,0.13743730742187893,0.1758409767424244,No,Transcriptome Data
Factor3,CDH1,0.15543601447762778,0.056681711909551034,0.07852827917643534,No,Transcriptome Data
Factor3,CDH11,-0.4376588960530513,1.9161622593244395e-8,6.023944249170641e-8,Yes,Transcriptome Data
Factor3,CDH13,-0.4031465955039964,2.8624108904632495e-7,8.008984024799243e-7,Yes,Transcriptome Data
Factor3,CDH16,-0.09410554949814118,0.2504193095779579,0.3036857986635434,No,Transcriptome Data
Factor3,CDH2,0.032395304608729796,0.6929345076781599,0.7346633881235792,No,Transcriptome Data
Factor3,CDH23,-0.17844967481189142,0.02836279600711797,0.0414660760337982,Yes,Transcriptome Data
Factor3,CDH5,-0.590202157099505,1.524162975492119e-15,1.1529220692073518e-14,Yes,Transcriptome Data
Factor3,CDH6,-0.1175739045411121,0.15050268115176726,0.19079954507069888,No,Transcriptome Data
Factor3,CDK10,-0.11858163541172474,0.14701150959383813,0.18689487616811357,No,Transcriptome Data
Factor3,CDK2AP2,0.13593947043205554,0.09605129258871126,0.12749043348647632,No,Transcriptome Data
Factor3,CDK5RAP2,-0.22598284330084517,0.005270248676551392,0.008760386762884627,Yes,Transcriptome Data
Factor3,CDK5RAP3,-0.35803611950013975,6.37336858425621e-6,1.5298532367393687e-5,Yes,Transcriptome Data
Factor3,CDK6,-0.18548253265436862,0.022599973402324728,0.03360091198680453,Yes,Transcriptome Data
Factor3,CDKL2,0.09045678873464116,0.26934119261118433,0.3239610207014486,No,Transcriptome Data
Factor3,CDKN1A,-0.34178974608276597,1.745687897867434e-5,3.996644192388082e-5,Yes,Transcriptome Data
Factor3,CDKN1B,0.33311964128923466,2.9223594720066777e-5,6.517304799301243e-5,Yes,Transcriptome Data
Factor3,CDKN2AIPNL,-0.5990970618042775,4.4383683316346605e-16,3.711010310731322e-15,Yes,Transcriptome Data
Factor3,CDKN2C,0.37084450168060895,2.767162436039114e-6,6.917906090097785e-6,Yes,Transcriptome Data
Factor3,CDR2,0.023386974516481147,0.7756174581448028,0.8075983529204528,No,Transcriptome Data
Factor3,CDR2L,-0.6704442476633922,4.693389099355037e-21,9.424476103122564e-20,Yes,Transcriptome Data
Factor3,CDS1,0.1471664140344456,0.07135447487362685,0.09721318102673958,No,Transcriptome Data
Factor3,CDV3,0.26567128761282593,9.774131034678455e-4,0.0018113660182873341,Yes,Transcriptome Data
Factor3,CEACAM1,0.06104231696102796,0.45653652659835986,0.5137705678577087,No,Transcriptome Data
Factor3,CEBPA,0.13180742089079894,0.10668715273900561,0.1401933675939627,No,Transcriptome Data
Factor3,CEBPB,-0.483211036191564,3.295749184798869e-10,1.2774221646507244e-9,Yes,Transcriptome Data
Factor3,CEBPD,-0.33666155808893766,2.372068536611796e-5,5.323313592037245e-5,Yes,Transcriptome Data
Factor3,CECR1,-0.30269323123426023,1.5830825116628828e-4,3.265434223727069e-4,Yes,Transcriptome Data
Factor3,CECR7,-0.48115203062137313,4.0125426951371766e-10,1.5397324233066678e-9,Yes,Transcriptome Data
Factor3,CELSR2,-0.5037685748556309,4.2930361978322294e-11,1.8268239139711615e-10,Yes,Transcriptome Data
Factor3,CENPM,-0.08946360654236052,0.27465559421397373,0.3290865015743754,No,Transcriptome Data
Factor3,CENPN,0.3305047837805529,3.403421300155069e-5,7.50975573732363e-5,Yes,Transcriptome Data
Factor3,CENPV,0.2942492861166975,2.4514587498260406e-4,4.944450887103752e-4,Yes,Transcriptome Data
Factor3,CENTA1,-0.02563524638433353,0.7547024733884293,0.7894377336699051,No,Transcriptome Data
Factor3,CEP27,-0.521702558152888,6.4697446923688446e-12,3.009183577845974e-11,Yes,Transcriptome Data
Factor3,CEP55,-0.01985496987263657,0.8087969338191384,0.836571094144744,No,Transcriptome Data
Factor3,CEP70,0.3400989003278277,1.932553162020335e-5,4.396162788945257e-5,Yes,Transcriptome Data
Factor3,CERCAM,-0.4422940947894572,1.3016262277269899e-8,4.182603559534029e-8,Yes,Transcriptome Data
Factor3,CERK,0.05760757377258625,0.4823081741139069,0.5386510767410174,No,Transcriptome Data
Factor3,CES2,0.2640542762724381,0.0010523785299586573,0.0019423745477273114,Yes,Transcriptome Data
Factor3,CES8,-0.22943512802778582,0.004599500686563729,0.007722465894163413,Yes,Transcriptome Data
Factor3,CETP,-0.2354593802375888,0.003610086105320096,0.006143781663240463,Yes,Transcriptome Data
Factor3,CFDP1,0.44368207467648,1.1579918369596883e-8,3.749973565283965e-8,Yes,Transcriptome Data
Factor3,CFH,-0.3750709941041395,2.084605382654091e-6,5.277481981402762e-6,Yes,Transcriptome Data
Factor3,CFI,0.373743693187781,2.2795089609355194e-06,5.753429987217363e-6,Yes,Transcriptome Data
Factor3,CFL1,-0.3813409616145643,1.3593254978689765e-6,3.525221726838632e-6,Yes,Transcriptome Data
Factor3,CFLAR,-0.49940708805167455,6.691347646828192e-11,2.7857400694538684e-10,Yes,Transcriptome Data
Factor3,CGN,0.047060755875561355,0.5660999037718804,0.6163979788456886,No,Transcriptome Data
Factor3,CGNL1,-0.029567791150560272,0.7185520187529844,0.7571675645447675,No,Transcriptome Data
Factor3,CGRRF1,0.5077593832402867,2.8444250034194595e-11,1.2334887265479009e-10,Yes,Transcriptome Data
Factor3,CHCHD6,0.3810707059872763,1.38486566997326e-6,3.5877348963037824e-6,Yes,Transcriptome Data
Factor3,CHCHD9,0.6616186684939402,2.2948459372861013e-20,4.218466796481804e-19,Yes,Transcriptome Data
Factor3,CHD4,-0.7105415444853823,1.6477144764789591e-24,5.84295913645021e-23,Yes,Transcriptome Data
Factor3,CHD8,-0.7342187539484238,7.703157226279292e-27,4.0974240565315382e-25,Yes,Transcriptome Data
Factor3,CHD9,-0.3474101826244945,1.239679602706486e-5,2.8883547876890758e-5,Yes,Transcriptome Data
Factor3,CHDH,0.2756096608501125,6.143702852508435e-4,0.0011729100520252835,Yes,Transcriptome Data
Factor3,CHES1,-0.27667294615751403,5.839891970209191e-4,0.0011183247740729973,Yes,Transcriptome Data
Factor3,CHI3L1,0.039734506054467364,0.6281022001916101,0.6734958183482844,No,Transcriptome Data
Factor3,CHI3L2,0.13411683561304932,0.10063431487563085,0.13318464118003023,No,Transcriptome Data
Factor3,CHMP1A,-0.25624319009449237,0.0014942437168102946,0.002697190824567319,Yes,Transcriptome Data
Factor3,CHMP1B,0.40578936129988685,2.3517679983502393e-7,6.635914216563881e-7,Yes,Transcriptome Data
Factor3,CHMP2B,0.4787491474239935,5.040161321776163e-10,1.906263737434252e-9,Yes,Transcriptome Data
Factor3,CHMP5,0.4333258560074787,2.7363651930009205e-8,8.481516320711175e-8,Yes,Transcriptome Data
Factor3,CHN1,-0.3804897692717481,1.4413212506439545e-6,3.722420585340792e-6,Yes,Transcriptome Data
Factor3,CHN2,-0.05542616540098852,0.49907349908393617,0.5542797635316928,No,Transcriptome Data
Factor3,CHP,0.2981492259300597,2.0064528648637033e-4,4.084798177654119e-4,Yes,Transcriptome Data
Factor3,CHPF,-0.2905133494029511,2.9621703343648143e-4,5.914876865744438e-4,Yes,Transcriptome Data
Factor3,CHPT1,0.7152221991801656,5.957282995972063e-25,2.2737721358671997e-23,Yes,Transcriptome Data
Factor3,CHRNA5,-0.5110704627675503,2.0132885310532246e-11,8.869112471600107e-11,Yes,Transcriptome Data
Factor3,CHST1,-0.5894592225451368,1.6867211532235775e-15,1.268211393401186e-14,Yes,Transcriptome Data
Factor3,CHST13,0.2032742475336509,0.012303716998367149,0.019200557113556723,Yes,Transcriptome Data
Factor3,CHST15,-0.4060855161728498,2.300304738872891e-7,6.509068304677111e-7,Yes,Transcriptome Data
Factor3,CHST3,-0.6363220360844419,1.6347471721957996e-18,2.145337496319947e-17,Yes,Transcriptome Data
Factor3,CHST9,0.18948702070798362,0.019792482984842385,0.029673887533496826,Yes,Transcriptome Data
Factor3,CHSY1,-0.6318583602017747,3.3321814951766707e-18,4.123986998981028e-17,Yes,Transcriptome Data
Factor3,CHSY3,-0.4873091366341211,2.2189718857754553e-10,8.736109786517541e-10,Yes,Transcriptome Data
Factor3,CHURC1,0.2113372301988936,0.009191039869332753,0.014663433103594053,Yes,Transcriptome Data
Factor3,CIC,-0.6921830673950994,7.386571888227538e-23,2.0404894718860604e-21,Yes,Transcriptome Data
Factor3,CIDEB,0.1910068439931343,0.01880877340518762,0.028369190656391582,Yes,Transcriptome Data
Factor3,CIRBP,-0.0526272988220226,0.5210250729310605,0.5748290742840473,No,Transcriptome Data
Factor3,CISD1,0.6194034123668583,2.289417538207792e-17,2.4564565860598624e-16,Yes,Transcriptome Data
Factor3,CISD2,0.6807733238095722,6.826005630775102e-22,1.572812357321452e-20,Yes,Transcriptome Data
Factor3,CISH,-0.2051410629455912,0.0115106842770636,0.01803052048412218,Yes,Transcriptome Data
Factor3,CITED2,0.28650532396014244,3.6185797094643246e-4,7.16550437517688e-4,Yes,Transcriptome Data
Factor3,CITED4,-0.14254954251924554,0.08080224463027026,0.10892726426296881,No,Transcriptome Data
Factor3,CKB,-0.12663718061682078,0.12127182535090512,0.157047170876593,No,Transcriptome Data
Factor3,CKLF,0.4586893783135211,3.161522535863778e-9,1.1008086824038224e-8,Yes,Transcriptome Data
Factor3,CKMT2,0.05255308015365561,0.5216137966552445,0.575351639813859,No,Transcriptome Data
Factor3,CLASP1,-0.6923432106499741,7.154343416085989e-23,1.9873176155794416e-21,Yes,Transcriptome Data
Factor3,CLCF1,-0.14940464191358946,0.06710810725005666,0.09185341808110684,No,Transcriptome Data
Factor3,CLCN7,-0.4436523765057104,1.1608989533216048e-8,3.7545244285951e-8,Yes,Transcriptome Data
Factor3,CLCNKA,-0.11546605077722621,0.15800688212923747,0.1995036390520675,No,Transcriptome Data
Factor3,CLDN1,0.1353393521984791,0.09754166855083064,0.1292284956953241,No,Transcriptome Data
Factor3,CLDN10,0.5321140468245319,2.0475176902961088e-12,1.0126200248744356e-11,Yes,Transcriptome Data
Factor3,CLDN11,-0.33914875789679055,2.0456758687649772e-5,4.642932067101628e-5,Yes,Transcriptome Data
Factor3,CLDN12,0.48840307322460313,1.9948304586204342e-10,7.890943269859312e-10,Yes,Transcriptome Data
Factor3,CLDN14,-0.5208166292914008,7.122358875102151e-12,3.2973883681028477e-11,Yes,Transcriptome Data
Factor3,CLDN15,-0.32775357494423335,3.9893586309125286e-5,8.729449958233104e-5,Yes,Transcriptome Data
Factor3,CLDN23,0.2460252673815284,0.0023265592682146985,0.004068833977290484,Yes,Transcriptome Data
Factor3,CLDN3,0.1423620796270978,0.08120614113615575,0.1093538124645243,No,Transcriptome Data
Factor3,CLDN5,-0.6015852112836418,3.121461485958389e-16,2.7049059670349988e-15,Yes,Transcriptome Data
Factor3,CLDN8,0.0035423422179764125,0.9655680566778491,0.9715919266229112,No,Transcriptome Data
Factor3,CLDND1,-0.1456646532899003,0.07432393944771733,0.10106600414429878,No,Transcriptome Data
Factor3,CLDND2,-0.08697585595087365,0.28827670084259455,0.3431865486221364,No,Transcriptome Data
Factor3,CLEC11A,-0.5077718679562342,2.840740679594062e-11,1.2329603644071448e-10,Yes,Transcriptome Data
Factor3,CLEC12A,0.25243233007570004,0.001766209261673958,0.0031382538409274307,Yes,Transcriptome Data
Factor3,CLEC14A,-0.4987661266366349,7.13856996162037e-11,2.957154085178281e-10,Yes,Transcriptome Data
Factor3,CLEC16A,-0.4335717186841373,2.681955889983977e-8,8.31872174312648e-8,Yes,Transcriptome Data
Factor3,CLEC18C,0.08889911610934526,0.27770750151595514,0.3321860065980325,No,Transcriptome Data
Factor3,CLEC1A,-0.37666064307856933,1.872008322142757e-6,4.770663410149738e-6,Yes,Transcriptome Data
Factor3,CLEC2B,-0.10566285809970294,0.19662213143419036,0.24394805388857363,No,Transcriptome Data
Factor3,CLEC2D,0.44163854000622843,1.3752814433387605e-8,4.410780767603465e-8,Yes,Transcriptome Data
Factor3,CLEC3B,-0.27420403431329426,6.567684542499984e-4,0.0012467130870349248,Yes,Transcriptome Data
Factor3,CLEC4A,0.2424238715128212,0.0027080679444883154,0.004690107281760158,Yes,Transcriptome Data
Factor3,CLEC5A,0.0780697137372093,0.3406812986523018,0.39687942527062187,No,Transcriptome Data
Factor3,CLECL1,0.23841463608164287,0.0031986301453043667,0.005478982777157189,Yes,Transcriptome Data
Factor3,CLIC4,0.3781710433593677,1.689240129536651e-6,4.3313849475298745e-6,Yes,Transcriptome Data
Factor3,CLIC5,-0.08940062922122621,0.2749949518503446,0.3294131791606228,No,Transcriptome Data
Factor3,CLIC6,-0.08554222649383517,0.296327601024222,0.351515540954,No,Transcriptome Data
Factor3,CLINT1,0.57604301990886,1.0065727967409733e-14,6.728427785701693e-14,Yes,Transcriptome Data
Factor3,CLIP2,-0.662382498718252,2.004560963222095e-20,3.739852543324804e-19,Yes,Transcriptome Data
Factor3,CLIP3,-0.5631921916727154,5.1704715770624643e-14,3.1109937286777764e-13,Yes,Transcriptome Data
Factor3,CLK1,-0.09268870482731872,0.2576547033499664,0.3114781230052785,No,Transcriptome Data
Factor3,CLK4,0.04910664898477034,0.5493198744278438,0.6015329330134076,No,Transcriptome Data
Factor3,CLN5,0.5111617083031624,1.9941004945071346e-11,8.792330222694598e-11,Yes,Transcriptome Data
Factor3,CLPTM1,-0.3185051252031934,6.729923744275478e-5,1.4380178940759568e-4,Yes,Transcriptome Data
Factor3,CLPTM1L,0.16688593216825368,0.040552829248388086,0.05755024512349097,No,Transcriptome Data
Factor3,CLRN3,0.4377102181465492,1.908035542397845e-8,6.0038877986087e-8,Yes,Transcriptome Data
Factor3,CLSTN1,-0.5457017956088875,4.2943284343921116e-13,2.321258613184925e-12,Yes,Transcriptome Data
Factor3,CLYBL,0.46539186823555484,1.7344210369835246e-9,6.194360846369731e-9,Yes,Transcriptome Data
Factor3,CMBL,0.36901410765270365,3.124437517686461e-6,7.764506753693989e-6,Yes,Transcriptome Data
Factor3,CMIP,-0.5613438203032702,6.50495240746378e-14,3.8490842647714674e-13,Yes,Transcriptome Data
Factor3,CMPK1,0.6060827995335889,1.63924537078574e-16,1.498396134173437e-15,Yes,Transcriptome Data
Factor3,CMTM3,-0.46208533598113705,2.3360870928666627e-9,8.237260553126454e-9,Yes,Transcriptome Data
Factor3,CMTM4,0.11114632293330727,0.1742565892283738,0.21847616503055892,No,Transcriptome Data
Factor3,CMTM6,0.2593933169141751,0.0012988925283785046,0.002365209407511676,Yes,Transcriptome Data
Factor3,CMTM7,-0.4108202501627163,1.610253027545177e-7,4.63782554016468e-7,Yes,Transcriptome Data
Factor3,CMYA5,0.08714276598477784,0.28734895597635585,0.3424081934894612,No,Transcriptome Data
